ingredient	kind	rows	records	example_record	has_local_term	section
Peptone(Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009569	no	ingredients
L-Ornithine HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:000962	no	ingredients
MnCl3 . 4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009212	no	ingredients
Na2SeO4 . 6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009212	no	ingredients
Seawater (autoclaved)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
HEPES-NaOH (pH 7.5)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
Trace metals 'Gaffron­+Se'	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
Na-PO4 (pH 7.5)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
Na2-EDTA/FeCl3	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
KAI(SO4)2.12H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
VSO5.5H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
Cr(NO3)3.9H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
SeO2	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
Cd(NO3).4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
50mM NaH2PO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
50mM Na2HPO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:008849	no	ingredients
Na2-EDTA solution	SOLUTION_NAME	1	1	CultureMech:008849	no	solutions
Sodium hygromycin solution (50 mg/ml)*	SOLUTION_NAME	1	1	CultureMech:008534	no	solutions
Polypropylene glycol 4000 (PEG 4000)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008681	no	ingredients
Polyethylene glycol (Mw 106-20000)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008360	no	ingredients
Reducing Agent	UNRESOLVED_CHEMICAL	1	1	CultureMech:009267	no	ingredients
Fe(SO4)2(NH4)2 . 6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009267	no	ingredients
Fe(SO4)·7H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009617	no	ingredients
2 g/L Resazurin	UNRESOLVED_CHEMICAL	1	1	CultureMech:009617	no	ingredients
Cellulose*	UNRESOLVED_CHEMICAL	1	1	CultureMech:007959	no	solutions
CoCI2.6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008863	no	ingredients
NiCI2.6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008863	no	ingredients
ZnCI2	UNRESOLVED_CHEMICAL	1	1	CultureMech:008863	no	ingredients
Ethylenediamine-tetraacetate-di-Na-salt	UNRESOLVED_CHEMICAL	1	1	CultureMech:008863	no	ingredients
Solution 3: Vitamin B12 solution	SOLUTION_NAME	1	1	CultureMech:008863	no	solutions
Solution 4: Na bicarbonate solution	SOLUTION_NAME	1	1	CultureMech:008863	no	solutions
Solution 5: Sodium sulfide solution	SOLUTION_NAME	1	1	CultureMech:008863	no	solutions
Solution 2 (SL 12)	SOLUTION_NAME	1	1	CultureMech:008863	no	solutions
5% Na bicarbonate solution	SOLUTION_NAME	1	1	CultureMech:008863	no	solutions
6% Sodium sulfide solution	SOLUTION_NAME	1	1	CultureMech:008863	no	solutions
Resazurin (0.02%)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
Na2S . 9H2O (2.5%)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
MgSO4 . 2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
Trace mineral	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
Phosphate buffer (1 M, pH 7.2)	SOLUTION_NAME	1	1	CultureMech:009311	no	ingredients
Na2MoO3	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
Pyridoxine . HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
1M KH2PO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
1M Na2HPO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:009311	no	ingredients
Solution containing MgCl2	SOLUTION_NAME	1	1	CultureMech:008817	no	solutions
Solution containing CaCl2	SOLUTION_NAME	1	1	CultureMech:008817	no	solutions
3,4-Dihydroxyphenylacetate	UNRESOLVED_CHEMICAL	1	1	CultureMech:007431	no	ingredients
3-Hydroxypropanal	UNRESOLVED_CHEMICAL	1	1	CultureMech:007310	no	ingredients
GDP	UNRESOLVED_CHEMICAL	1	1	CultureMech:007432	no	ingredients
Disrilled water	UNRESOLVED_CHEMICAL	1	1	CultureMech:008509	no	ingredients
Peptonized Milk (Oxoid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008348	no	ingredients
Potato Extract	UNRESOLVED_CHEMICAL	1	1	CultureMech:009043	no	ingredients
boiled potato	UNRESOLVED_CHEMICAL	1	1	CultureMech:009385	no	ingredients
thioglycolate medium (Wako)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009385	no	ingredients
meat extract (Wako Pure Chemical Industries, Osaka, Japan)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009385	no	ingredients
Polypropylene glycol 2000 (PPG 2000)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008679	no	ingredients
PPLO Broth Base w/o CV (Mycoplasma Broth Base) (BD 211458)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009049	no	ingredients
Phenol red solution, 1% stock solution	SOLUTION_NAME	1	1	CultureMech:009049	no	solutions
Glucose (20% solution)*	SOLUTION_NAME	1	1	CultureMech:009049	no	solutions
Bovine serum*	UNRESOLVED_CHEMICAL	1	1	CultureMech:009049	no	solutions
Yeast Extract Solution (GIBCO 18180)	SOLUTION_NAME	1	1	CultureMech:009049	no	solutions
Horse Serum (not inactivated)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008814	no	ingredients
PPLO Broth w/o CV	UNRESOLVED_CHEMICAL	1	1	CultureMech:008814	no	ingredients
Fresh Baker’s Yeast Extract	UNRESOLVED_CHEMICAL	1	1	CultureMech:008814	no	ingredients
PPLO (pleuropneumonia-like organism) medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:009512	no	ingredients
Trace element solution (SL-10)*	SOLUTION_NAME	1	1	CultureMech:008662	no	solutions
Pyroroquinoline quinone (PQQ)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008674	no	ingredients
PVA117**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008674	no	solutions
0.025% Resazurin, aqueous	UNRESOLVED_CHEMICAL	1	1	CultureMech:009274	no	ingredients
R2A (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009495	no	ingredients
CaCl2 (100 mM)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008478	no	ingredients
Methylamine*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008687	no	solutions
Glucosev	UNRESOLVED_CHEMICAL	1	1	CultureMech:009696	no	ingredients
Skim milk powder	UNRESOLVED_CHEMICAL	1	1	CultureMech:009426	no	ingredients
Reinforced Clostridial medium (Oxoid CM149)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009180	no	ingredients
Sodium lactate (60% solution)	SOLUTION_NAME	1	1	CultureMech:009180	no	solutions
Reinforced clostridial medium (Oxoid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009353	no	ingredients
CysteineHCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009192	no	ingredients
Titriplex1	UNRESOLVED_CHEMICAL	1	1	CultureMech:001218	no	ingredients
Robertson cooked meat medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:009341	no	ingredients
Ca(NO3)2 x 6 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:002310	no	ingredients
RPMI medium (Invitrogen, Carlsbad, CA)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009482	no	ingredients
Peptic Pepton (USB)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007960	no	ingredients
Lab-Lemco Broth (OXOID)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007960	no	ingredients
Murashige & Skoog's plant salt mixture*	SOLUTION_NAME	1	1	CultureMech:007960	no	solutions
Rye-bran	UNRESOLVED_CHEMICAL	1	1	CultureMech:003075	no	ingredients
Trypsin	UNRESOLVED_CHEMICAL	1	1	CultureMech:003075	no	ingredients
S6 medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:003267	no	ingredients
NaCI	UNRESOLVED_CHEMICAL	1	1	CultureMech:009071	no	ingredients
Sodium monobasic phosphate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009654	no	ingredients
Riboflavin solution (see Medium No. 462)	CROSS_REFERENCE	1	1	CultureMech:003114	no	solutions
Seawater (3 % salinity)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008460	no	ingredients
Turban shell (sazae) meat cut	UNRESOLVED_CHEMICAL	1	1	CultureMech:008460	no	ingredients
CrystalSea Marine Mix (Marine Enterprises International, Inc.)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008902	no	ingredients
0.2NKOH	UNRESOLVED_CHEMICAL	1	1	CultureMech:009386	no	ingredients
crystallized cane sugar	UNRESOLVED_CHEMICAL	1	1	CultureMech:009386	no	ingredients
Ultrapure water	UNRESOLVED_CHEMICAL	1	1	CultureMech:009681	no	ingredients
sheep blood agar	UNRESOLVED_CHEMICAL	1	1	CultureMech:009082	no	ingredients
Dried shrimp	UNRESOLVED_CHEMICAL	1	1	CultureMech:008208	no	ingredients
Bovine horn meal	UNRESOLVED_CHEMICAL	1	1	CultureMech:001549	no	ingredients
Skirrow's selective medium (Oxoid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009467	no	ingredients
PPLO Broth w/o CV (Mycoplasma Broth) (BD 255420)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008776	no	ingredients
42% L-Arginine HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:008776	no	ingredients
0.1% Phenol red solution	SOLUTION_NAME	1	1	CultureMech:008776	no	solutions
50% Fructose solution	SOLUTION_NAME	1	1	CultureMech:008776	no	solutions
50% Glucose solution	SOLUTION_NAME	1	1	CultureMech:008776	no	solutions
50% Sucrose solution	SOLUTION_NAME	1	1	CultureMech:008776	no	solutions
Yeast Extract Solution (GIBCO 360-8180)	SOLUTION_NAME	1	1	CultureMech:008776	no	solutions
MnSO4 · 5H2O 1 )	UNRESOLVED_CHEMICAL	1	1	CultureMech:009080	no	ingredients
De-ionized water	UNRESOLVED_CHEMICAL	1	1	CultureMech:009489	no	ingredients
Mycoplasma Broth Base	UNRESOLVED_CHEMICAL	1	1	CultureMech:009489	no	ingredients
Fetal bovine serum (heated 56°C- I hour)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009489	no	ingredients
Phenol red (0.1% aqueous)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009489	no	ingredients
Penicillin G (100,000 units/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009489	no	ingredients
Polymyxin B (100,000 units/ml) (optional)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009489	no	ingredients
CMRL 1066 tissue culture supplement- (10x)(with glutamine)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009489	no	ingredients
Yeastolate (2% solution) (Difco)	SOLUTION_NAME	1	1	CultureMech:009489	no	solutions
Fresh yeast extract (25% solution)	SOLUTION_NAME	1	1	CultureMech:009489	no	solutions
Thallium acetate (1:50 solution)	SOLUTION_NAME	1	1	CultureMech:009489	no	solutions
PPLO Broth w/o  Crystal Violet (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009147	no	ingredients
TC Yeastolate (2% soln.) (BD 255772)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009147	no	ingredients
Mycoplasma Growth Supplement (CMRL 1066)(10X)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009147	no	ingredients
CMRL-1066 (ATCC 20-2206)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009147	no	ingredients
Bakers’ yeast (live, pressed, starch-free)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009147	no	ingredients
Phenol red solution (0.1% soln.)	SOLUTION_NAME	1	1	CultureMech:009147	no	solutions
Reducing agent (100×)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009621	no	ingredients
Fe(SO4)2(NH4Cl)2⋅6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009621	no	ingredients
Resazurin-solution (0.025 vol%)	SOLUTION_NAME	1	1	CultureMech:009621	no	solutions
Trace element solution (TE, 100×)	SOLUTION_NAME	1	1	CultureMech:009621	no	solutions
Wolfe’s vitamin solution (100×)	SOLUTION_NAME	1	1	CultureMech:009621	no	solutions
Fructose/MES solution (50×)	SOLUTION_NAME	1	1	CultureMech:009621	no	solutions
Sterile human urine	UNRESOLVED_CHEMICAL	1	1	CultureMech:009456	no	ingredients
Marine Broth 2216 (BD 279110)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008842	no	ingredients
Agarose (Electrophoresis grade,  if needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008622	no	ingredients
FeCl2·2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008622	no	ingredients
Dimethyl sulfoxide**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008622	no	solutions
Modified Hunter's vitamin-free mineral base*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008622	no	solutions
Mofified metals 44***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008622	no	solutions
Thiosulfate solution****	SOLUTION_NAME	1	1	CultureMech:008706	no	solutions
Tropic Marine salt	UNRESOLVED_CHEMICAL	1	1	CultureMech:001183	no	ingredients
Mycobactin J	UNRESOLVED_CHEMICAL	1	1	CultureMech:008987	no	ingredients
Major salts solution (see below)	SOLUTION_NAME	1	1	CultureMech:007836	no	solutions
Cysteine.HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009126	no	ingredients
Bactp-Yeast Nitrogen Base w/o Amino Acids	UNRESOLVED_CHEMICAL	1	1	CultureMech:008682	no	ingredients
FeSO4 . 7H2O (2%, w/v, in N HCl)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008823	no	ingredients
NiCl3 . 6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009163	no	ingredients
Anaerobic digestor sludge supernatant (SS)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009163	no	ingredients
1M HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009163	no	ingredients
1 M Na2S2O3・5H2O*	UNRESOLVED_CHEMICAL	1	1	CultureMech:007521	no	solutions
Mineral solution (see Medium No. 976	CROSS_REFERENCE	1	1	CultureMech:003327	no	solutions
Na2S·9H2O**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008204	no	solutions
Trace element solution (mg per 200 ml)	SOLUTION_NAME	1	1	CultureMech:000586	no	solutions
Todd–Hewitt broth (Oxoid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009432	no	ingredients
Heart Infusion from (solids)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009334	no	ingredients
Peptonen	UNRESOLVED_CHEMICAL	1	1	CultureMech:009334	no	ingredients
Todd Hewitt broth (Becton, Dickinson and Company, Franklin Lakes, NJ, USA)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009488	no	ingredients
Todd–Hewitt (TH) broth (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009445	no	ingredients
Sodium lactate solution (approx. 60%)	SOLUTION_NAME	1	1	CultureMech:007898	no	solutions
Bacto-Yeast Nitrogen Base w/o Amino Acids and Ammonium Sulfate (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007974	no	ingredients
Ethyl alcohol**	UNRESOLVED_CHEMICAL	1	1	CultureMech:007984	no	solutions
SI Medium Dehydrated*	UNRESOLVED_CHEMICAL	1	1	CultureMech:007984	no	solutions
MnSO4 (0.01 M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007985	no	ingredients
Na2MoO4 (0.01 M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007985	no	ingredients
FeSO4 (0.02 M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007985	no	ingredients
Potassium phosphate buffer (0.02 M, pH 7.0)	SOLUTION_NAME	1	1	CultureMech:007985	no	ingredients
Ethyl alcohol (99.5%)*	UNRESOLVED_CHEMICAL	1	1	CultureMech:007985	no	solutions
Potassium phosphate buffer (0.01 M, pH 7.2)	SOLUTION_NAME	1	1	CultureMech:007987	no	ingredients
farm soil	UNRESOLVED_CHEMICAL	1	1	CultureMech:007988	no	ingredients
Mercaptoacetic acid (80% solution)	SOLUTION_NAME	1	1	CultureMech:007989	no	solutions
Fe2(SO4)3·(NH4)2SO4·24H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:007992	no	ingredients
Bromophenol blue	UNRESOLVED_CHEMICAL	1	1	CultureMech:007993	no	ingredients
Calcium lactate	UNRESOLVED_CHEMICAL	1	1	CultureMech:007994	no	ingredients
Table wine	UNRESOLVED_CHEMICAL	1	1	CultureMech:007994	no	ingredients
Agar (if needed)***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008002	no	solutions
Glucose**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008003	no	solutions
Active horse serum	UNRESOLVED_CHEMICAL	1	1	CultureMech:008010	no	ingredients
Fresh baker's yeast extract (25% solution)*	SOLUTION_NAME	1	1	CultureMech:008010	no	solutions
Cellulose****	UNRESOLVED_CHEMICAL	1	1	CultureMech:008013	no	solutions
Catalase*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008022	no	solutions
HMSS solution*	SOLUTION_NAME	1	1	CultureMech:008025	no	solutions
PS solution**	SOLUTION_NAME	1	1	CultureMech:008025	no	solutions
ZnCl2·2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008040	no	ingredients
FeSO4·7H2O (4.98% solution)	SOLUTION_NAME	1	1	CultureMech:008048	no	solutions
Sulfur (powder)**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008049	no	solutions
*Vitamin mixture (see Medium [M1508])	CROSS_REFERENCE	1	1	CultureMech:008053	no	solutions
**Ferric quinate solution (see Medium [M1508])	CROSS_REFERENCE	1	1	CultureMech:008053	no	solutions
***HMSS solution (see Medium [M1508])	CROSS_REFERENCE	1	1	CultureMech:008053	no	solutions
Na2S (2% solution)*	SOLUTION_NAME	1	1	CultureMech:008072	no	solutions
Fructose (20% solution)*	SOLUTION_NAME	1	1	CultureMech:008072	no	solutions
Cysteine-HCl (2% solution)*	SOLUTION_NAME	1	1	CultureMech:008072	no	solutions
N-Acetyl glucosamine**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008101	no	solutions
Neutralized Na2S·9H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008109	no	ingredients
Agar* (if needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008114	no	ingredients
SL-6 trace element solution (see below)	SOLUTION_NAME	1	1	CultureMech:008140	no	solutions
Resazurin solution (1 mg/ml)	SOLUTION_NAME	1	1	CultureMech:008162	no	solutions
Penicillin G** (20,000 U/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008178	no	ingredients
Kanamycin sulfate solution (250 μg/ml)**	SOLUTION_NAME	1	1	CultureMech:008193	no	solutions
Hipolypepton***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008321	no	solutions
Methanol***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008345	no	solutions
Na2CO3 (10% solution)*	SOLUTION_NAME	1	1	CultureMech:008352	no	solutions
Sodium tetrathionate	UNRESOLVED_CHEMICAL	1	1	CultureMech:008365	no	ingredients
Soybean protein isolate (SPI) or Skim milk	UNRESOLVED_CHEMICAL	1	1	CultureMech:008465	no	ingredients
Trimethylamine・HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:008487	no	ingredients
Fumarate solution (1.0 M)*	SOLUTION_NAME	1	1	CultureMech:008479	no	solutions
Trace element mixture**	SOLUTION_NAME	1	1	CultureMech:008479	no	solutions
Bicarbonate solution (1.0 M)****	SOLUTION_NAME	1	1	CultureMech:008479	no	solutions
Sulfide solution (1.0 M)********	SOLUTION_NAME	1	1	CultureMech:008479	no	solutions
Acetic acid**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008532	no	solutions
Na2CO3 solution** (1.0 M)	SOLUTION_NAME	1	1	CultureMech:008563	no	solutions
TAPS*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008563	no	solutions
Soytone Peptone (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008575	no	ingredients
Sodium aspartate	UNRESOLVED_CHEMICAL	1	1	CultureMech:008576	no	ingredients
Molybdate solution**	SOLUTION_NAME	1	1	CultureMech:008577	no	solutions
0.4 M Phosphate buffer ****	SOLUTION_NAME	1	1	CultureMech:008577	no	solutions
KH2PO4 solutions	SOLUTION_NAME	1	1	CultureMech:008577	no	solutions
YM broth (BD-Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008607	no	ingredients
Magnesium glycerophosphate	UNRESOLVED_CHEMICAL	1	1	CultureMech:008677	no	ingredients
Marine trace elements (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008690	no	solutions
Na2S2O4 (sodium dithionite)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008713	no	ingredients
D-(+)-Glucose anhydrous	UNRESOLVED_CHEMICAL	1	1	CultureMech:008748	no	ingredients
Agar powder	UNRESOLVED_CHEMICAL	1	1	CultureMech:008748	no	ingredients
Vitamin B solution (see below)	SOLUTION_NAME	1	1	CultureMech:008907	no	solutions
NaHCO3 (1 M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008971	no	ingredients
NH4Cl (1 M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008971	no	ingredients
KH2PO4 (0.4 g/l)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008971	no	ingredients
alpha-ketoglutaric acid (100 mM).	UNRESOLVED_CHEMICAL	1	1	CultureMech:008971	no	ingredients
conc. HCl (~12.5M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008971	no	ingredients
FeNaEDTA solution (7.5 M)	SOLUTION_NAME	1	1	CultureMech:008971	no	solutions
Na3-NTA	UNRESOLVED_CHEMICAL	1	1	CultureMech:009131	no	ingredients
Antifoam (Union Carbide Corp., SAG-471)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009248	no	ingredients
AlK(SO4)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009309	no	ingredients
100× mineral solution	SOLUTION_NAME	1	1	CultureMech:009309	no	solutions
N-Z Amine, type B (Sheffield)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009363	no	ingredients
2 M KSCN solution	SOLUTION_NAME	1	1	CultureMech:009574	no	solutions
MgSO4 7H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Cobalamin (1 μg/μL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Resazurin (1 mg/L)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
p-aminobenzoic acid (0.3 μg/μL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Folic acid (5 μg/μL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Pyridoxamine (15 μg/μL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Biotin (1 μg/μL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Glucose (0.1981 g/mL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Riboflavin (0.05 μg/mL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
Thiamine (0.05 μg/mL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009566	no	ingredients
NH4Cl solution	SOLUTION_NAME	1	1	CultureMech:009580	no	solutions
2 M Na2S2O3 solution	SOLUTION_NAME	1	1	CultureMech:009584	no	solutions
Ground sulfur powder	UNRESOLVED_CHEMICAL	1	1	CultureMech:009599	no	ingredients
DL-Ca-pantothenate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009599	no	ingredients
SL-10 trace element solution	SOLUTION_NAME	1	1	CultureMech:009599	no	solutions
Basal salts solution (see Medium [M298])	CROSS_REFERENCE	1	1	CultureMech:009614	no	solutions
Phosphate solution (see Medium [M298])	CROSS_REFERENCE	1	1	CultureMech:009614	no	solutions
Vitamin solution (see Medium [M298])	CROSS_REFERENCE	1	1	CultureMech:009614	no	solutions
Fe(SO4)2(NH4)2·6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009622	no	ingredients
Trace element solution SL7 (see Medium [M517])	CROSS_REFERENCE	1	1	CultureMech:009985	no	solutions
GYP--sodium acetate--mineral salts broth (see Medium [M60])	CROSS_REFERENCE	1	1	CultureMech:010019	no	solutions
Tomato extract	UNRESOLVED_CHEMICAL	1	1	CultureMech:001409	no	ingredients
Meat peptone (BD Bacto)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007867	no	ingredients
Cysteine HCl.H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009342	no	ingredients
cysteine.HC1	UNRESOLVED_CHEMICAL	1	1	CultureMech:009508	no	ingredients
trypticase (BBL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009508	no	ingredients
phytone (BBL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009508	no	ingredients
defibrinated ovine blood	UNRESOLVED_CHEMICAL	1	1	CultureMech:009370	no	ingredients
trypticase soy yeast (TSY) broth	UNRESOLVED_CHEMICAL	1	1	CultureMech:008997	no	ingredients
Trypticase Peptone (BBL) or Hipolypepton*	UNRESOLVED_CHEMICAL	1	1	CultureMech:007962	no	solutions
Horse serum (Oxoid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009132	no	ingredients
ISP Medium 1 (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008471	no	ingredients
tryptone yeast extract salt (TYES) broth	UNRESOLVED_CHEMICAL	1	1	CultureMech:009367	no	ingredients
Tryptose blood agar base (Difco Laboratories, Detroit, MI)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009084	no	ingredients
tryptose blood agar base (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009060	no	ingredients
Bacto Tryptic Soy Broth*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008236	no	solutions
K2CO3 solution	SOLUTION_NAME	1	1	CultureMech:008314	no	solutions
Tween80	UNRESOLVED_CHEMICAL	1	1	CultureMech:008740	no	ingredients
